symbol,yahoo_ticker,company_name,series,isin,listing_date,face_value,industry,in_nifty50,in_niftynext50,in_nifty100,in_nifty200,in_nifty500,in_niftymidcap150,in_niftysmallcap250
COFFEEDAY,COFFEEDAY.NS,Coffee Day Enterprises Limited,BE,INE335K01011,2015-11-02,10.0,,false,false,false,false,false,false,false
COFORGE,COFORGE.NS,Coforge Limited,EQ,INE591G01025,2004-08-30,2.0,Information Technology,false,false,false,true,true,true,false
COHANCE,COHANCE.NS,Cohance Lifesciences Limited,EQ,INE03QK01018,2020-03-09,1.0,Healthcare,false,false,false,false,true,false,true
COLPAL,COLPAL.NS,Colgate Palmolive (India) Limited,EQ,INE259A01022,2007-12-17,1.0,Fast Moving Consumer Goods,false,false,false,true,true,true,false
COMFINTE,COMFINTE.NS,Comfort Intech Limited,EQ,INE819A01049,2026-04-20,1.0,,false,false,false,false,false,false,false
COMPEAU,COMPEAU.NS,Competent Automobiles Company Limited,EQ,INE823B01015,2026-08-17,10.0,,false,false,false,false,false,false,false
COMPINFO,COMPINFO.NS,Compuage Infocom Limited,BZ,INE070C01037,2016-07-07,2.0,,false,false,false,false,false,false,false
COMPUSOFT,COMPUSOFT.NS,Compucom Software Limited,EQ,INE453B01029,2012-03-02,2.0,,false,false,false,false,false,false,false
COMSYN,COMSYN.NS,Commercial Syn Bags Limited,EQ,INE073V01015,2024-01-23,10.0,,false,false,false,false,false,false,false
CONCOR,CONCOR.NS,Container Corporation of India Limited,EQ,INE111A01025,1997-05-07,5.0,Services,false,false,false,true,true,true,false
CONCORDBIO,CONCORDBIO.NS,Concord Biotech Limited,EQ,INE338H01029,2023-08-18,1.0,Healthcare,false,false,false,false,true,false,true
CONFIPET,CONFIPET.NS,Confidence Petroleum India Limited,EQ,INE552D01024,2019-06-13,1.0,,false,false,false,false,false,false,false
CONSOFINVT,CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,BE,INE025A01027,2005-03-29,10.0,,false,false,false,false,false,false,false
CONTROLPR,CONTROLPR.NS,Control Print Limited,EQ,INE663B01015,2016-06-24,10.0,,false,false,false,false,false,false,false
CORALFINAC,CORALFINAC.NS,Coral India Finance & Housing Limited,EQ,INE558D01021,1996-03-25,2.0,,false,false,false,false,false,false,false
CORDELIA,CORDELIA.NS,Waterways Leisure Tourism Limited,EQ,INE0LZF01039,2026-07-01,1.0,,false,false,false,false,false,false,false
CORDSCABLE,CORDSCABLE.NS,Cords Cable Industries Limited,BE,INE792I01017,2008-02-13,10.0,,false,false,false,false,false,false,false
COROMANDEL,COROMANDEL.NS,Coromandel International Limited,EQ,INE169A01031,1995-05-31,1.0,Chemicals,false,false,false,true,true,true,false
CORONA,CORONA.NS,CORONA Remedies Limited,EQ,INE02ZQ01018,2025-12-15,10.0,,false,false,false,false,false,false,false
COSMOFIRST,COSMOFIRST.NS,COSMO FIRST LIMITED,EQ,INE757A01017,1995-05-25,10.0,,false,false,false,false,false,false,false
COUNCODOS,COUNCODOS.NS,Country Condo's Limited,BE,INE695B01025,2009-01-22,1.0,,false,false,false,false,false,false,false
CPCAP,CPCAP.NS,CP Capital Limited,EQ,INE521J01018,2010-10-06,10.0,,false,false,false,false,false,false,false
CPEDU,CPEDU.NS,Career Point Edutech Limited,EQ,INE0P6P01016,2025-09-05,10.0,,false,false,false,false,false,false,false
CPL,CPL.NS,Captain Polyplast Limited,EQ,INE536P01021,2026-07-23,2.0,,false,false,false,false,false,false,false
CPPLUS,CPPLUS.NS,Aditya Infotech Limited,EQ,INE819V01029,2025-08-05,1.0,Capital Goods,false,false,false,false,true,false,true
CRAFTSMAN,CRAFTSMAN.NS,Craftsman Automation Limited,EQ,INE00LO01017,2021-03-25,5.0,Automobile and Auto Components,false,false,false,false,true,false,true
CRAMC,CRAMC.NS,Canara Robeco Asset Management Company Limited,EQ,INE218I01013,2025-10-16,10.0,,false,false,false,false,false,false,false
CRAVATEX,CRAVATEX.NS,Cravatex Limited,EQ,INE145E01017,2026-08-17,10.0,,false,false,false,false,false,false,false
CREATIVEYE,CREATIVEYE.NS,Creative Eye Limited,EQ,INE230B01021,2000-12-20,5.0,,false,false,false,false,false,false,false
CREDITACC,CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,EQ,INE741K01010,2018-08-23,10.0,Financial Services,false,false,false,false,true,false,true
CREST,CREST.NS,Crest Ventures Limited,EQ,INE559D01011,2006-12-27,10.0,,false,false,false,false,false,false,false
CRISIL,CRISIL.NS,Crisil Limited,EQ,INE007A01025,1995-06-28,1.0,Financial Services,false,false,false,false,true,true,false
CRIZAC,CRIZAC.NS,Crizac Limited,EQ,INE0S4R01014,2025-07-09,2.0,,false,false,false,false,false,false,false
CROMPTON,CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,EQ,INE299U01018,2016-05-13,2.0,Consumer Durables,false,false,false,false,true,false,true
CROWN,CROWN.NS,Crown Lifters Limited,EQ,INE491V01019,2022-02-08,10.0,,false,false,false,false,false,false,false
CRSL,CRSL.NS,Cressanda Railway Solutions Limited,BE,INE716D01033,2026-08-17,1.0,,false,false,false,false,false,false,false
CSBBANK,CSBBANK.NS,CSB Bank Limited,EQ,INE679A01013,2019-12-04,10.0,,false,false,false,false,false,false,false
CSLFINANCE,CSLFINANCE.NS,CSL Finance Limited,EQ,INE718F01018,2022-07-21,10.0,,false,false,false,false,false,false,false
CSM,CSM.NS,CSM Technologies Limited,EQ,INE0ZK601013,2026-07-02,10.0,,false,false,false,false,false,false,false
CTE,CTE.NS,Cambridge Technology Enterprises Limited,BE,INE627H01017,2007-02-07,10.0,,false,false,false,false,false,false,false
CUB,CUB.NS,City Union Bank Limited,EQ,INE491A01021,1998-08-25,1.0,Financial Services,false,false,false,false,true,false,true
CUBEXTUB,CUBEXTUB.NS,Cubex Tubings Limited,EQ,INE144D01012,1996-04-24,10.0,,false,false,false,false,false,false,false
CUMMINSIND,CUMMINSIND.NS,Cummins India Limited,EQ,INE298A01020,1995-03-29,2.0,Capital Goods,false,true,true,true,true,false,false
CUPID,CUPID.NS,Cupid Limited,EQ,INE509F01029,2016-09-16,1.0,,false,false,false,false,false,false,false
CURAA,CURAA.NS,Cura Technologies Limited,EQ,INE117B01020,2025-03-21,10.0,,false,false,false,false,false,false,false
CYBERMEDIA,CYBERMEDIA.NS,Cyber Media (India) Limited,EQ,INE278G01037,2005-06-10,10.0,,false,false,false,false,false,false,false
CYBERTECH,CYBERTECH.NS,Cybertech Systems And Software Limited,BE,INE214A01019,1999-01-27,10.0,,false,false,false,false,false,false,false
CYIENT,CYIENT.NS,Cyient Limited,EQ,INE136B01020,1998-09-30,5.0,Information Technology,false,false,false,false,true,false,true
CYIENTDLM,CYIENTDLM.NS,Cyient DLM Limited,EQ,INE055S01018,2023-07-10,10.0,,false,false,false,false,false,false,false
DABUR,DABUR.NS,Dabur India Limited,EQ,INE016A01026,1999-04-28,1.0,Fast Moving Consumer Goods,false,false,false,true,true,true,false
DAICHI,DAICHI.NS,Dai-Ichi Karkaria Limited,EQ,INE928C01010,2026-04-20,10.0,,false,false,false,false,false,false,false
DALBHARAT,DALBHARAT.NS,Dalmia Bharat Limited,EQ,INE00R701025,2019-01-22,2.0,Construction Materials,false,false,false,false,true,true,false
DALMIASUG,DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,EQ,INE495A01022,1996-01-17,2.0,,false,false,false,false,false,false,false
DAMCAPITAL,DAMCAPITAL.NS,Dam Capital Advisors Limited,EQ,INE284H01025,2024-12-27,2.0,,false,false,false,false,false,false,false
DAMODARIND,DAMODARIND.NS,Damodar Industries Limited,BE,INE497D01022,2016-07-04,5.0,,false,false,false,false,false,false,false
DANGEE,DANGEE.NS,Dangee Dums Limited,EQ,INE688Y01022,2020-11-13,1.0,,false,false,false,false,false,false,false
DATAMATICS,DATAMATICS.NS,Datamatics Global Services Limited,EQ,INE365B01017,2004-05-07,5.0,,false,false,false,false,false,false,false
DATAPATTNS,DATAPATTNS.NS,Data Patterns (India) Limited,EQ,INE0IX101010,2021-12-24,2.0,Capital Goods,false,false,false,false,true,false,true
DAVANGERE,DAVANGERE.NS,Davangere Sugar Company Limited,EQ,INE179G01029,2024-01-25,1.0,,false,false,false,false,false,false,false
DBCORP,DBCORP.NS,D.B.Corp Limited,EQ,INE950I01011,2010-01-06,10.0,,false,false,false,false,false,false,false
DBEIL,DBEIL.NS,Deepak Builders & Engineers India Limited,BE,INE0OPA01027,2024-10-28,1.0,,false,false,false,false,false,false,false
DBL,DBL.NS,Dilip Buildcon Limited,EQ,INE917M01012,2016-08-11,10.0,,false,false,false,false,false,false,false
DBOL,DBOL.NS,Dhampur Bio Organics Limited,EQ,INE0I3401014,2022-09-08,10.0,,false,false,false,false,false,false,false
DBREALTY,DBREALTY.NS,Valor Estate Limited,EQ,INE879I01012,2010-02-24,10.0,,false,false,false,false,false,false,false
DBSTOCKBRO,DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,BE,INE921B01025,2012-02-29,2.0,,false,false,false,false,false,false,false
DCAL,DCAL.NS,Dishman Carbogen Amcis Limited,EQ,INE385W01011,2017-09-21,2.0,,false,false,false,false,false,false,false
DCBBANK,DCBBANK.NS,DCB Bank Limited,EQ,INE503A01015,2006-10-27,10.0,,false,false,false,false,false,false,false
DCI,DCI.NS,Dc Infotech And Communication Limited,EQ,INE0A1101019,2022-10-19,10.0,,false,false,false,false,false,false,false
DCM,DCM.NS,DCM  Limited,BE,INE498A01018,1995-03-29,10.0,,false,false,false,false,false,false,false
DCMFINSERV,DCMFINSERV.NS,DCM Financial Services Limited,EQ,INE891B01012,1997-05-21,10.0,,false,false,false,false,false,false,false
DCMNVL,DCMNVL.NS,DCM Nouvelle Limited,EQ,INE08KP01019,2019-07-16,10.0,,false,false,false,false,false,false,false
DCMSHRIRAM,DCMSHRIRAM.NS,DCM Shriram Limited,EQ,INE499A01024,1995-04-12,2.0,Diversified,false,false,false,false,true,false,true
DCMSIL,DCMSIL.NS,DCM Shriram International Limited,EQ,INE0OU201013,2026-02-17,2.0,,false,false,false,false,false,false,false
DCMSRIND,DCMSRIND.NS,DCM Shriram Industries Limited,EQ,INE843D01027,2021-12-24,2.0,,false,false,false,false,false,false,false
DCW,DCW.NS,DCW Limited,EQ,INE500A01029,1995-05-25,2.0,,false,false,false,false,false,false,false
DCXINDIA,DCXINDIA.NS,DCX Systems Limited,EQ,INE0KL801015,2022-11-11,2.0,,false,false,false,false,false,false,false
DDEVPLSTIK,DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,EQ,INE0HR601026,2025-01-15,1.0,,false,false,false,false,false,false,false
DECCANCE,DECCANCE.NS,Deccan Cements Limited,EQ,INE583C01021,2007-08-02,5.0,,false,false,false,false,false,false,false
DECNGOLD,DECNGOLD.NS,Deccan Gold Mines Limited,EQ,INE945F01025,2026-04-20,1.0,,false,false,false,false,false,false,false
DEEDEV,DEEDEV.NS,DEE Development Engineers Limited,EQ,INE841L01016,2024-06-26,10.0,,false,false,false,false,false,false,false
DEEP,DEEP.NS,Deep Polymers Limited,EQ,INE00IY01012,2026-08-17,10.0,,false,false,false,false,false,false,false
DEEPAKFERT,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,INE501A01019,2003-01-17,10.0,Chemicals,false,false,false,false,true,false,true
DEEPAKNTR,DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,INE288B01029,2010-09-29,2.0,Chemicals,false,false,false,false,true,false,true
DEEPINDS,DEEPINDS.NS,Deep Industries Limited,EQ,INE0FHS01024,2021-04-27,5.0,,false,false,false,false,false,false,false
DELHIVERY,DELHIVERY.NS,Delhivery Limited,EQ,INE148O01028,2022-05-24,1.0,Services,false,false,false,false,true,false,true
DELPHIFX,DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,BE,INE726L01027,2011-06-28,2.0,,false,false,false,false,false,false,false
DELTACORP,DELTACORP.NS,Delta Corp Limited,EQ,INE124G01033,2007-11-02,1.0,,false,false,false,false,false,false,false
DELTAMAGNT,DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,INE393A01011,1995-10-18,10.0,,false,false,false,false,false,false,false
DEN,DEN.NS,Den Networks Limited,EQ,INE947J01015,2009-11-24,10.0,,false,false,false,false,false,false,false
DENORA,DENORA.NS,De Nora India Limited,EQ,INE244A01016,1997-08-07,10.0,,false,false,false,false,false,false,false
DENTA,DENTA.NS,Denta Water and Infra Solutions Limited,EQ,INE0R4L01018,2025-01-29,10.0,,false,false,false,false,false,false,false
DEVIT,DEVIT.NS,Dev Information Technology Limited,EQ,INE060X01034,2022-02-15,2.0,,false,false,false,false,false,false,false
DEVX,DEVX.NS,Dev Accelerator Limited,EQ,INE0VOV01021,2025-09-17,2.0,,false,false,false,false,false,false,false
DEVYANI,DEVYANI.NS,Devyani International Limited,EQ,INE872J01023,2021-08-16,1.0,Consumer Services,false,false,false,false,true,false,true
DGCONTENT,DGCONTENT.NS,Digicontent Limited,EQ,INE03JI01017,2019-06-18,2.0,,false,false,false,false,false,false,false
DHABRIYA,DHABRIYA.NS,Dhabriya Polywood Limited,BE,INE260R01016,2026-08-17,10.0,,false,false,false,false,false,false,false
DHAMPURSUG,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,INE041A01016,1995-03-29,10.0,,false,false,false,false,false,false,false
DHANBANK,DHANBANK.NS,Dhanlaxmi Bank Limited,EQ,INE680A01011,2004-04-01,10.0,,false,false,false,false,false,false,false
DHANUKA,DHANUKA.NS,Dhanuka Agritech Limited,EQ,INE435G01025,2011-06-29,2.0,,false,false,false,false,false,false,false
DHARAN,DHARAN.NS,DHARAN INFRA-EPC LIMITED,BZ,INE278R01034,2018-04-02,1.0,,false,false,false,false,false,false,false
DHARMAJ,DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,INE00OQ01016,2022-12-08,10.0,,false,false,false,false,false,false,false
DHATRE,DHATRE.NS,Dhatre Udyog Limited,EQ,INE715T01031,2026-08-17,1.0,,false,false,false,false,false,false,false
DHOOTTRANS,DHOOTTRANS.NS,Dhoot Transmission Limited,EQ,INE01NH01023,2026-08-17,2.0,,false,false,false,false,false,false,false
DHRUV,DHRUV.NS,Dhruv Consultancy Services Limited,EQ,INE506Z01015,2021-11-25,10.0,,false,false,false,false,false,false,false
DHUNINV,DHUNINV.NS,Dhunseri Investments Limited,EQ,INE320L01011,2011-03-18,10.0,,false,false,false,false,false,false,false
DIACABS,DIACABS.NS,Diamond Power Infrastructure Limited,BE,INE989C01038,2023-09-15,1.0,,false,false,false,false,false,false,false
DIAMINESQ,DIAMINESQ.NS,Diamines & Chemicals Limited,EQ,INE591D01014,2023-09-25,10.0,,false,false,false,false,false,false,false
DIAMONDYD,DIAMONDYD.NS,Prataap Snacks Limited,EQ,INE393P01035,2017-10-05,5.0,,false,false,false,false,false,false,false
DICIND,DICIND.NS,DIC India Limited,EQ,INE303A01010,1995-08-30,10.0,,false,false,false,false,false,false,false
DIFFNKG,DIFFNKG.NS,Diffusion Engineers Limited,EQ,INE184O01015,2024-10-04,10.0,,false,false,false,false,false,false,false
DIGIDRIVE,DIGIDRIVE.NS,Digidrive Distributors Limited,EQ,INE0PSC01024,2024-01-10,10.0,,false,false,false,false,false,false,false
DIGISPICE,DIGISPICE.NS,DiGiSPICE Technologies Limited,EQ,INE927C01020,2008-05-27,3.0,,false,false,false,false,false,false,false
DIGITIDE,DIGITIDE.NS,Digitide Solutions Limited,EQ,INE0U4701011,2025-06-11,10.0,,false,false,false,false,false,false,false
DIGJAMLMTD,DIGJAMLMTD.NS,Digjam Limited,EQ,INE731U01028,2021-10-18,10.0,,false,false,false,false,false,false,false
DISAQ,DISAQ.NS,Disa India Limited,EQ,INE131C01011,2026-04-20,10.0,,false,false,false,false,false,false,false
DISHTV,DISHTV.NS,Dish TV India Limited,EQ,INE836F01026,2007-04-18,1.0,,false,false,false,false,false,false,false
DIVGIITTS,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,INE753U01022,2023-03-14,5.0,,false,false,false,false,false,false,false
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Limited,EQ,INE361B01024,2003-03-12,2.0,Healthcare,false,true,true,true,true,false,false
DIXON,DIXON.NS,Dixon Technologies (India) Limited,EQ,INE935N01020,2017-09-18,2.0,Consumer Durables,false,false,false,true,true,true,false
DJML,DJML.NS,DJ Mediaprint & Logistics Limited,EQ,INE0B1K01014,2022-12-05,10.0,,false,false,false,false,false,false,false
DLF,DLF.NS,DLF Limited,EQ,INE271C01023,2007-07-05,2.0,Realty,false,true,true,true,true,false,false
DLINKINDIA,DLINKINDIA.NS,D-Link (India) Limited,EQ,INE250K01012,2009-12-18,2.0,,false,false,false,false,false,false,false
DMART,DMART.NS,Avenue Supermarts Limited,EQ,INE192R01011,2017-03-21,10.0,Consumer Services,false,true,true,true,true,false,false
DMCC,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ,INE505A01010,2021-12-01,10.0,,false,false,false,false,false,false,false
DNAMEDIA,DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,INE016M01021,2017-12-11,1.0,,false,false,false,false,false,false,false
DODLA,DODLA.NS,Dodla Dairy Limited,EQ,INE021O01019,2021-06-28,10.0,,false,false,false,false,false,false,false
DOLATALGO,DOLATALGO.NS,Dolat Algotech Limited,EQ,INE966A01022,2024-01-12,1.0,,false,false,false,false,false,false,false
DOLLAR,DOLLAR.NS,Dollar Industries Limited,EQ,INE325C01035,2017-04-21,2.0,,false,false,false,false,false,false,false
DOLPHIN,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,EQ,INE920A01037,2023-08-21,1.0,,false,false,false,false,false,false,false
DOMS,DOMS.NS,DOMS Industries Limited,EQ,INE321T01012,2023-12-20,10.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
DONEAR,DONEAR.NS,Donear Industries Limited,EQ,INE668D01028,2006-12-20,2.0,,false,false,false,false,false,false,false
DPABHUSHAN,DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,INE266Y01019,2020-11-03,10.0,,false,false,false,false,false,false,false
DPSCLTD,DPSCLTD.NS,DPSC Limited,BE,INE360C01024,2008-04-21,1.0,,false,false,false,false,false,false,false
DPWIRES,DPWIRES.NS,D P Wires Limited,BE,INE864X01013,2020-01-17,10.0,,false,false,false,false,false,false,false
DRAGARWQ,DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,EQ,INE934C01018,2026-04-20,10.0,,false,false,false,false,false,false,false
DRCSYSTEMS,DRCSYSTEMS.NS,DRC Systems India Limited,EQ,INE03RS01027,2021-03-10,1.0,,false,false,false,false,false,false,false
DREAMFOLKS,DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,INE0JS101016,2022-09-06,2.0,,false,false,false,false,false,false,false
DREDGECORP,DREDGECORP.NS,Dredging Corporation of India Limited,EQ,INE506A01018,2004-01-15,10.0,,false,false,false,false,false,false,false
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,INE089A01031,2003-05-30,1.0,Healthcare,true,false,true,true,true,false,false
DSFCL,DSFCL.NS,DCM Shriram Fine Chemicals Limited,BE,INE0OFM01015,2026-02-17,2.0,,false,false,false,false,false,false,false
DSKULKARNI,DSKULKARNI.NS,DS Kulkarni Developers Limited,BE,INE891A01022,1995-02-08,10.0,,false,false,false,false,false,false,false
DSSL,DSSL.NS,Dynacons Systems & Solutions Limited,EQ,INE417B01040,2011-12-01,10.0,,false,false,false,false,false,false,false
DTIL,DTIL.NS,Dhunseri Tea & Industries Limited,EQ,INE341R01014,2015-01-20,10.0,,false,false,false,false,false,false,false
DUCON,DUCON.NS,Ducon Infratechnologies Limited,EQ,INE741L01018,2012-10-09,1.0,,false,false,false,false,false,false,false
DVL,DVL.NS,Dhunseri Ventures Limited,EQ,INE477B01010,2008-01-11,10.0,,false,false,false,false,false,false,false
DWARKESH,DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,INE366A01041,2004-12-31,1.0,,false,false,false,false,false,false,false
DYCL,DYCL.NS,Dynamic Cables Limited,EQ,INE600Y01019,2022-07-27,10.0,,false,false,false,false,false,false,false
DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,INE221B01012,2006-09-14,10.0,,false,false,false,false,false,false,false
DYNPRO,DYNPRO.NS,Dynemic Products Limited,EQ,INE256H01015,2017-07-19,10.0,,false,false,false,false,false,false,false
E2E,E2E.NS,E2E Networks Limited,BE,INE255Z01027,2022-04-12,1.0,,false,false,false,false,false,false,false
EASEMYTRIP,EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,INE07O001026,2021-03-19,1.0,,false,false,false,false,false,false,false
EASTSILK,EASTSILK.NS,Eastern Silk Industries Limited,BE,INE962C01035,1996-07-03,2.0,,false,false,false,false,false,false,false
EASTWEST,EASTWEST.NS,East West Freight Carriers Limited,EQ,INE595R01023,2026-08-17,2.0,,false,false,false,false,false,false,false
EBGNG,EBGNG.NS,GNG Electronics Limited,EQ,INE18JU01028,2025-07-30,2.0,,false,false,false,false,false,false,false
EBIX,EBIX.NS,EBIX Limited,EQ,INE432F01032,2026-08-17,1.0,,false,false,false,false,false,false,false
ECLERX,ECLERX.NS,eClerx Services Limited,EQ,INE738I01010,2007-12-31,10.0,Services,false,false,false,false,true,false,true
ECORECO,ECORECO.NS,Eco Recycling Limited,EQ,INE316A01038,2026-08-17,10.0,,false,false,false,false,false,false,false
ECOSMOBLTY,ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,BE,INE06HJ01020,2024-09-04,2.0,,false,false,false,false,false,false,false
EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,INE532F01054,2007-12-12,1.0,,false,false,false,false,false,false,false
EFCIL,EFCIL.NS,EFC (I) Limited,EQ,INE886D01026,2025-08-20,2.0,,false,false,false,false,false,false,false
EICHERMOT,EICHERMOT.NS,Eicher Motors Limited,EQ,INE066A01021,2004-09-07,1.0,Automobile and Auto Components,true,false,true,true,true,false,false
EIDPARRY,EIDPARRY.NS,EID Parry India Limited,EQ,INE126A01031,1995-05-10,1.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
EIEL,EIEL.NS,Enviro Infra Engineers Limited,EQ,INE0LLY01014,2024-11-29,10.0,,false,false,false,false,false,false,false
EIFFL,EIFFL.NS,Euro India Fresh Foods Limited,BE,INE546V01010,2021-10-12,10.0,,false,false,false,false,false,false,false
EIHAHOTELS,EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,INE276C01014,2008-04-08,10.0,,false,false,false,false,false,false,false
EIHOTEL,EIHOTEL.NS,EIH Limited,EQ,INE230A01023,1995-02-08,2.0,Consumer Services,false,false,false,false,true,false,true
EIMCOELECO,EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,INE158B01016,1996-04-17,10.0,,false,false,false,false,false,false,false
EKC,EKC.NS,Everest Kanto Cylinder Limited,EQ,INE184H01027,2005-12-15,2.0,,false,false,false,false,false,false,false
EKI,EKI.NS,EKI Energy Services Limited,EQ,INE0CPR01018,2026-08-17,10.0,,false,false,false,false,false,false,false
ELANTAS,ELANTAS.NS,Elantas Beck India Limited,EQ,INE280B01018,2026-04-20,10.0,,false,false,false,false,false,false,false
ELCIDIN,ELCIDIN.NS,EL CID Investments Limited,EQ,INE927X01018,2026-04-20,10.0,,false,false,false,false,false,false,false
ELDEHSG,ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,INE668G01021,2022-04-12,2.0,,false,false,false,false,false,false,false
ELECON,ELECON.NS,Elecon Engineering Company Limited,EQ,INE205B01031,2006-09-29,1.0,Capital Goods,false,false,false,false,true,false,true
ELECTCAST,ELECTCAST.NS,Electrosteel Castings Limited,EQ,INE086A01029,2003-06-20,1.0,,false,false,false,false,false,false,false
ELECTHERM,ELECTHERM.NS,Electrotherm (India) Limited,EQ,INE822G01016,2007-08-20,10.0,,false,false,false,false,false,false,false
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited,EQ,INE285A01027,1995-11-22,1.0,Capital Goods,false,false,false,false,true,false,true
ELGIRUBCO,ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ,INE819L01012,2011-08-10,1.0,,false,false,false,false,false,false,false
ELIN,ELIN.NS,Elin Electronics Limited,EQ,INE050401020,2022-12-30,5.0,,false,false,false,false,false,false,false
ELITECON,ELITECON.NS,Elitecon International Limited,EQ,INE669R01026,2026-04-20,1.0,,false,false,false,false,false,false,false
ELLEN,ELLEN.NS,Ellenbarrie Industrial Gases Limited,EQ,INE236E01022,2025-07-01,2.0,,false,false,false,false,false,false,false
ELPROINTL,ELPROINTL.NS,Elpro International Limited,EQ,INE579B01039,2026-04-20,1.0,,false,false,false,false,false,false,false
EMAMILTD,EMAMILTD.NS,Emami Limited,EQ,INE548C01032,2006-08-03,1.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
EMAMIPAP,EMAMIPAP.NS,Emami Paper Mills Limited,BE,INE830C01026,2019-05-30,2.0,,false,false,false,false,false,false,false
EMAMIREAL,EMAMIREAL.NS,Emami Realty Limited,EQ,INE778K01012,2010-07-28,2.0,,false,false,false,false,false,false,false
EMBDL,EMBDL.NS,Embassy Developments Limited,EQ,INE069I01010,2007-03-23,2.0,,false,false,false,false,false,false,false
EMCURE,EMCURE.NS,Emcure Pharmaceuticals Limited,EQ,INE168P01015,2024-07-10,10.0,Healthcare,false,false,false,false,true,false,true
EMIL,EMIL.NS,Electronics Mart India Limited,EQ,INE02YR01019,2022-10-17,10.0,,false,false,false,false,false,false,false
EMKAY,EMKAY.NS,Emkay Global Financial Services Limited,EQ,INE296H01011,2006-04-28,10.0,,false,false,false,false,false,false,false
EMMBI,EMMBI.NS,Emmbi Industries Limited,BE,INE753K01015,2010-02-24,10.0,,false,false,false,false,false,false,false
EMMVEE,EMMVEE.NS,Emmvee Photovoltaic Power Limited,EQ,INE1C6T01020,2025-11-18,2.0,Capital Goods,false,false,false,false,true,false,true
EMPIND,EMPIND.NS,Empire Industries Limited,EQ,INE515H01014,2026-08-17,10.0,,false,false,false,false,false,false,false
EMPOWER,EMPOWER.NS,Empower India Limited,EQ,INE507F01023,2026-04-20,1.0,,false,false,false,false,false,false,false
EMSLIMITED,EMSLIMITED.NS,EMS Limited,EQ,INE0OV601013,2023-09-21,10.0,,false,false,false,false,false,false,false
EMUDHRA,EMUDHRA.NS,eMudhra Limited,EQ,INE01QM01018,2022-06-01,5.0,,false,false,false,false,false,false,false
ENDURANCE,ENDURANCE.NS,Endurance Technologies Limited,EQ,INE913H01037,2016-10-19,10.0,Automobile and Auto Components,false,false,false,false,true,true,false
ENERGYDEV,ENERGYDEV.NS,Energy Development Company Limited,EQ,INE306C01019,2007-11-02,10.0,,false,false,false,false,false,false,false
ENGINERSIN,ENGINERSIN.NS,Engineers India Limited,EQ,INE510A01028,1997-08-20,5.0,Construction,false,false,false,false,true,false,true
ENIL,ENIL.NS,Entertainment Network (India) Limited,EQ,INE265F01028,2006-02-15,10.0,,false,false,false,false,false,false,false
ENKEIWHEL,ENKEIWHEL.NS,Enkei Wheels (India) Limited,EQ,INE130L01014,2026-08-17,5.0,,false,false,false,false,false,false,false
ENRIN,ENRIN.NS,Siemens Energy India Limited,EQ,INE1NPP01017,2025-06-19,2.0,Capital Goods,false,true,true,true,true,false,false
ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited,EQ,INE010601016,2024-02-16,10.0,,false,false,false,false,false,false,false
EPACK,EPACK.NS,EPACK Durable Limited,EQ,INE0G5901015,2024-01-30,10.0,,false,false,false,false,false,false,false
EPACKPEB,EPACKPEB.NS,EPack Prefab Technologies Limited,EQ,INE0MLS01022,2025-10-01,2.0,,false,false,false,false,false,false,false
